edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
33;privado;155198;9 grado;5;divorciado/a;operador de maquinaria;sin familia conviviente;blanco/a;masculino;0;0;35;estados unidos;<=50k
22;privado;162343;universitario incompleto;10;soltero/a;administrativo;otro familiar;negro/a;masculino;0;0;22;estados unidos;<=50k
63;autonomo no incorporado;231105;universitario incompleto;10;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;35;estados unidos;>50k
32;privado;119124;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;privado;184655;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
49;privado;199058;secundaria completa;9;casado/a;ADMINISTRATIVO;esposo;blanco/a;masculino;0;0;38;estados unidos;<=50k
50;privado;191299;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;M;0;0;50;estados unidos;<=50k
30;privado;196385;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;15024;0;35;estados unidos;>50k
60;privado;80574;secundaria completa;9;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
39;;89508;secundaria completa;9;Conyuge;;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
19;privado;261259;secundaria completa;9;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;20;estados unidos;<=50k
51;Municipal;184542;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
55;privado;28735;secundaria completa;9;divorciado/a;administrativo;no casado/a;indigena americano/esquimal;MUJER;0;0;45;estados unidos;<=50k
44;;268804;secundaria completa;9;casado/a;;esposo;negro/a;masculino;0;0;30;estados unidos;<=50k
41;privado;162140;secundaria completa;9;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;2339;40;estados unidos;<=50k
58;privado;316849;universitario incompleto;10;divorciado/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
22;privado;362589;tecnico academico;12;soltero/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;15;estados unidos;<=50k
28;privado;167062;universitario incompleto;10;divorciado/a;administrativo;no casado/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
33;privado;399088;secundaria completa;9;divorciado/a;transporte/logistica;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
22;privado;48988;  universitario incompleto  ;10;soltero/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
-12;privado;178551;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masc;0;0;40;estados unidos;<=50k
63;privado;361631;maestria;14;separado/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;>50k
54;privado;421561;universitario incompleto;10;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
22;;341610;universitario incompleto;10;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;35;;<=50k
29;autonomo no incorporado;70604;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;3464;0;40;estados unidos;<=50k
49;privado;277946;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;Masc.;0;0;50;estados unidos;>50k
35;gobierno estatal;194828;universitario incompleto;10;soltero/a;profesional especializado;hijo/a propio/a;negro/a;femenino;0;0;40;estados unidos;<=50k
22;privado;378104;secundaria completa;9;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
37;privado;19899;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;15024;0;45;estados unidos;>50k
21;privado;132320;11 grado;7;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;35;estados unidos;<=50k
55;privado;305759;secundaria completa;9;divorciado/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;;<=50k
32;gobierno local;112650;secundaria completa;9;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
58;privado;51499;tecnico vocacional;11;casado/a;oficios/reparacion;esposo;blanco/a;masc;0;0;40;estados unidos;<=50k
20;privado;339588;secundaria completa;9;casado/a;otros servicios;esposa;blanco/a;femenino;0;0;40;peru;<=50k
68;privado;208478;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;18;;<=50k
28;;173800;licenciatura;13;casado/a;;sin familia conviviente;asiatico/isleno pacifico;femenino;0;0;10;taiwan;<=50k
41;privado;168071;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;7298;0;50;estados unidos;>50k
19;privado;106306;universitario incompleto;10;divorciado/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
24;privado;182342;secundaria completa;9;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masc;0;0;40;estados unidos;<=50k
18;privado;444607;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
25;gobierno local;137296;tecnico academico;12;soltero/a;administrativo;hijo/a propio/a;negro/a;femenino;0;0;38;estados unidos;<=50k
35;autonomo no incorporado;112271;  licenciatura  ;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
64;privado;61892;secundaria completa;9;viudo/a;servicio domestico;sin familia conviviente;blanco/a;femenino;0;0;15;estados unidos;<=50k
66;privado;33619;secundaria completa;9;casado/a;otros servicios;esposo;negro/a;masculino;0;0;4;estados unidos;<=50k
42;privado;202565;1-4 grado;2;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;italia;<=50k
32;privado;192039;tecnico vocacional;11;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
36;privado;223433;maestria;14;casado/a;ventas;esposo;blanco/a;masc;7688;0;50;estados unidos;>50k
42;privado;322385;tecnico vocacional;11;casado/a;operador de maquinaria;esposo;blanco/a;masculino;2407;0;40;estados unidos;<=50k
49;privado;40000;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;4064;0;44;estados unidos;<=50k
24;;464103;secundaria completa;9;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;50;;<=50k
20;privado;391679;secundaria completa;9;soltero/a;ventas;otro familiar;blanco/a;masculino;0;0;60;estados unidos;<=50k
53;privado;163678;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
18;privado;194561;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;12;estados unidos;<=50k
27;gobierno local;322208;universitario incompleto;10;soltero/a;transporte/logistica;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
61;autonomo incorporado;187124;secundaria completa;9;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;20;estados unidos;>50k
50;privado;165001;licenciatura;13;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
28;privado;269246;11 grado;7;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
55;autonomo no incorporado;111625;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
26;;476558;7-8 grado;4;soltero/a;;sin familia conviviente;blanco/a;masculino;0;0;40;;<=50k
40;privado;297396;universitario incompleto;10;separado/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;0;60;estados unidos;<=50k
48;gobierno local;127921;licenciatura;13;casado/a;profesional;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;privado;320451;maestria;14;casado/a;;esposo;asiatico/isleno pacifico;masculino;0;0;65;hong kong;>50k
31;privado;201292;secundaria completa;9;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;Sector privado;511289;secundaria completa;9;soltero/a;agricultura/pesca;sin familia conviviente;blanco/a;masculino;2907;0;99;estados unidos;<=50k
35;privado;331831;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
43;gobierno estatal;101383;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
55;autonomo no incorporado;185195;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;99;estados unidos;<=50k
59;;195835;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;60;;<=50,000
37;privado;373895;universitario incompleto;10;separado/a;limpieza/mantenimiento;sin familia conviviente;negro/a;masculino;0;0;35;estados unidos;<=50k
43;;170214;universitario incompleto;10;casado/a;;esposo;blanco/a;masculino;0;0;50;;>50k
46;privado;123053;maestria;14;casado/a;ejecutivo/gerente;esposo;asiatico/isleno pacifico;masculino;0;0;50;japon;>50k
19;privado;301911;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;asiatico/isleno pacifico;masculino;0;0;35;laos;<=50k
17;privado;146329;12 grado;8;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;23;estados unidos;<=50k
36;autonomo no incorporado;34378;tecnico vocacional;11;casado/a;agricultura/pesca;esposo;blanco/a;masculino;3908;0;75;estados unidos;<=50k
62;;144116;10 grado;6;casado/a;;esposo;blanco/a;MASCULINO;0;0;40;estados unidos;<=50k
30;privado;231826;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
38;autonomo incorporado;141584;secundaria completa;9;divorciado/a;ventas;no casado/a;blanco/a;masculino;0;0;55;estados unidos;<=50k
32;privado;198183;universitario incompleto;10;divorciado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;38;estados unidos;<=50k
48;privado;109814;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;1977;45;estados unidos;>50k
70;;306563;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;privado;179557;universitario incompleto;10;divorciado/a;soporte tecnico;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
28;privado;129882;universitario incompleto;10;soltero/a;administrativo;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
19;;129586;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;117963;secundaria completa;9;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;Masc.;0;0;60;estados unidos;<=50k
51;privado;305147;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
23;privado;32732;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;15;estados unidos;<=50k
22;privado;193090;secundaria completa;9;soltero/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;37;estados unidos;<=50k
46;privado;98012;tecnico vocacional;11;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
41;privado;198965;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
44;privado;111067;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;204752;  licenciatura  ;13;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
50;;183173;secundaria completa;9;Casado;;esposo;blanco/a;masculino;99999;0;40;;>50k
42;privado;252518;escuela profesional;15;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;15024;0;40;estados unidos;>50k
47;privado;106544;secundaria completa;9;soltero/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
33;privado;373662;1-4 grado;2;casado/a;servicio domestico;sin familia conviviente;blanco/a;femenino;0;0;40;guatemala;<=50k
22;privado;190625;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;35;estados unidos;<=50k
19;Empresa privada;201743;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
60;privado;193235;tecnico academico;12;casado/a;administrativo;esposo;blanco/a;masculino;0;0;24;estados unidos;<=50k
36;privado;190350;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
52;gobierno estatal;314627;maestria;14;divorciado/a;profesional especializado;sin familia conviviente;asiatico/isleno pacifico;femenino;0;0;40;estados unidos;<=50k
27;Empresa privada;198188;secundaria completa;9;casado/a;administrativo;esposo;blanco/a;masculino;2580;0;45;estados unidos;<=50k
45;autonomo incorporado;121836;universitario incompleto;10;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;40;;>50k
38;privado;146091;doctorado;16;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;99999;0;36;estados unidos;>50k
43;gobierno local;216070;maestria;14;casado/a;ejecutivo/gerente;esposa;indigena americano/esquimal;femenino;0;0;50;estados unidos;mayor 50k
32;privado;184833;10 grado;6;separado/a;oficios/reparacion;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
24;privado;247564;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
58;privado;105060;universitario incompleto;10;soltero/a;administrativo;sin familia conviviente;negro/a;Fem.;0;0;37;estados unidos;<=50k
48;autonomo incorporado;136878;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
39;privado;99146;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;;>50k
30;autonomo no incorporado;292472;  universitario incompleto  ;10;casado/a;ventas;esposo;indigena americano/esquimal;masculino;0;0;55;estados unidos;>50k
26;autonomo no incorporado;93806;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;55;estados unidos;<=50k
52;privado;54933;maestria;14;divorciado/a;profesional especializado;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
48;privado;164966;licenciatura;13;casado/a;Ejecutivo;esposo;asiatico/isleno pacifico;masculino;0;0;40;india;>50k
44;privado;222635;5-6 grado;3 años;casado/a;operador de maquinaria;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
41;autonomo incorporado;236021;licenciatura;13;CASADO;profesional especializado;esposo;blanco/a;masculino;15024;0;999;estados unidos;>50k
24;privado;254767;7-8 grado;4;casado/a;agricultura/pesca;esposo;blanco/a;masculino;2105;0;50;estados unidos;<=50k
30;Sector privado;159589;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;7688;0;50;estados unidos;>50k
53;autonomo incorporado;220786;universitario incompleto;10;viudo/a;Comercial;sin familia conviviente;blanco/a;femenino;0;0;60;estados unidos;<=50k
47;privado;246739;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;99999;0;55;estados unidos;>50k
29;privado;158218;secundaria completa;9;Soltero;agricultura/pesca;no casado/a;blanco/a;masculino;0;0;35;estados unidos;<=50k
18;;348588;12 grado;8;soltero/a;;hijo/a propio/a;negro/a;masculino;0;0;25;estados unidos;<=50K.
43;privado;198203;universitario incompleto;10;casado/a;otros servicios;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
53;;158352;maestria;14;soltero/a;;sin familia conviviente;blanco/a;femenino;8614;0;35;estados unidos;>50k
43;privado;153489;licenciatura;13;CASADO;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
38;;607848;licenciatura;13;casado/a;;esposo;blanco/a;masculino;0;0;40;;>50k
55;gobierno federal;264834;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
40;;230961;  universitario incompleto  ;10;casado/a;;esposo;blanco/a;masculino;0;0;40;;<=50k
32;privado;112137;preescolar;1;casado/a;operador de maquinaria;esposa;asiatico/isleno pacifico;femenino;4508;0;40;camboya;<=50k
40;privado;32214;tecnico academico;12;casado/a;administrativo;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
52;gobierno local;153312;tecnico academico;12;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
33;privado;288273;12 grado;8;separado/a;;no casado/a;blanco/a;femenino;1471;0;40;estados unidos;<=50k
67;privado;224984;secundaria completa;9 años;viudo/a;administrativo;sin familia conviviente;blanco/a;femenino;15831;0;16;alemania;>50k
37;autonomo no incorporado;268598;licenciatura;13;casado/a;ejecutivo/gerente;esposo;otro;masculino;7298;0;50;puerto rico;>50k
42;privado;139126;  secundaria completa  ;9;divorciado/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
24;privado;215712;universitario incompleto;10;soltero/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;35;estados unidos;<=50k
24;Sector privado;418405;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
37;Estatal;24342;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;HOMBRE;0;0;38;estados unidos;<=50k
46;privado;292504;universitario incompleto;10;Casada;Ventas;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
29;privado;206250;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
23;privado;182117;tecnico academico;12;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;60;estados unidos;<=50k
17;privado;163494;10 grado;6;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;30;estados unidos;<=50k
45;autonomo no incorporado;94962;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;inglaterra;<=50k
57;;96779;5-6 grado;3;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
21;privado;143582;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;asiatico/isleno pacifico;fem;0;0;45;estados unidos;<=50k
55;;158641;secundaria completa;9;viudo/a;;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
31;;76198;secundaria completa;9;separado/a;;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
28;gobierno local;211920;secundaria completa;9;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
44;privado;105936;tecnico academico;12;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
32;gobierno federal;125856;secundaria completa;9;divorciado/a;oficios/reparacion;no casado/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
26;privado;162872;tecnico academico;12;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
53;;150393;secundaria completa;9;soltero/a;;sin familia conviviente;blanco/a;masculino;0;1504;35;estados unidos;<=50k
52;gobierno local;238959;maestria;14;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;32;estados unidos;>50k
35;gobierno estatal;177974;secundaria completa;9;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
19;privado;225775;universitario incompleto;10;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;45;mexico;<=50k
21;privado;247779;11 grado;7;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
62;privado;257277;secundaria completa;9;viudo/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;38;estados unidos;<=50k
52;privado;204584;licenciatura;13;casado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;42;estados unidos;<=50k
20;;293091;secundaria completa;9;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;12;estados unidos;<=50k
40;privado;124520;tecnico vocacional;11;divorciado/a;oficios/reparacion;no casado/a;blanco/a;masculino;0;0;50;estados unidos;>50k
36;autonomo no incorporado;224886;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;2407;0;40;estados unidos;<=50k.
56;gobierno federal;155238;secundaria completa;9;casado/a;administrativo;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
43;privado;156403;10 grado;6;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
43;gobierno estatal;129298;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
35;autonomo incorporado;82051;universitario incompleto;10;casado/a;ventas;esposa;blanco/a;femenino;0;0;40;estados unidos;<=50k
25;privado;178037;secundaria completa;9;soltero/a;ventas;no casado/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
40;privado;190290;universitario incompleto;10;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
19;privado;182355;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;negro/a;femenino;0;0;20;estados unidos;<=50k
40;Estatal;141583;universitario incompleto;10;divorciado/a;administrativo;no casado/a;negro/a;femenino;0;0;35;estados unidos;<=50k
29;privado;53271;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
22;privado;412316;secundaria completa;9;soltero/a;ventas;otro familiar;negro/a;masculino;0;0;40;;<=50k
52;privado;329733;universitario incompleto;10;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
24;privado;498349;licenciatura;13;soltero/a;transporte/logistica;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
51;gobierno local;201560;licenciatura;13;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
29;privado;197932;secundaria completa;9;casado/a;limpieza/mantenimiento;esposa;blanco/a;femenino;0;0;40;mexico;>50k
36;privado;183892;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;7298;0;44;estados unidos;>50k
41;privado;227644;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
30;privado;105908;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;MASCULINO;0;0;40;estados unidos;<=50k
43;privado;178866;secundaria completa;9;casado/a;administrativo;esposa;blanco/a;femenino;0;0;25;estados unidos;>50k
30;privado;162623;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
35;gobierno local;177305;universitario incompleto;10;Casada;ejecutivo/gerente;esposo;blanco/a;masculino;0;2377;40;estados unidos;<=50k
42;gobierno local;19700;licenciatura;13;casado/a;profesional especializado;esposa;blanco/a;Fem.;0;0;50;estados unidos;>50k
49;privado;135643;secundaria completa;9;viudo/a;oficios/reparacion;no casado/a;asiatico/isleno pacifico;femenino;0;0;40;corea del sur;<=50k
52;privado;117674;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;M;0;0;40;estados unidos;>50,000
18;privado;212936;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;15;estados unidos;<=50k
53;gobierno estatal;53197;doctorado;16;casado/a;administrativo;esposo;blanco/a;M;0;0;50;estados unidos;>50k
39;gobierno local;239119;maestria;14;divorciado/a;profesional especializado;sin familia conviviente;negro/a;masculino;0;0;40;republica dominicana;<=50k
39;gobierno estatal;85566;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
41;privado;203943;12 grado;8;casado/a;servicios de proteccion;esposo;negro/a;masculino;0;0;40;;<=50k
39;privado;203204;tecnico academico;12;casado/a;administrativo;esposa;blanco/a;femenino;0;0;25;estados unidos;>50k
28;privado;196564;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
36;privado;79649;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
41;gobierno local;32185;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
23;privado;288771;universitario incompleto;10;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;30;estados unidos;<=50k
27;privado;384308;universitario incompleto;10;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;<=50k
29;privado;232666;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
27;gobierno estatal;312692;licenciatura;13 años;soltero/a;IT soporte;sin familia conviviente;blanco/a;masculino;0;0;12;estados unidos;<=50k
31;privado;339482;1-4 grado;2;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;mexico;<=50k
58;gobierno estatal;223400;licenciatura;13;casado/a;profesional especializado;esposa;blanco/a;F;0;0;20;estados unidos;>50k
51;privado;41806;11 grado;7;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;244665;universitario incompleto;10;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;45;honduras;<=50k
40;privado;224658;universitario incompleto;10;casado/a;ventas;otro familiar;blanco/a;masculino;0;0;40;estados unidos;<=50k
49;privado;93639;licenciatura;13;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;0;0;43;estados unidos;<=50k
54;privado;183611;universitario incompleto;10;CASADO;ventas;esposo;blanco/a;masculino;3137;0;50;estados unidos;<=50k
62;privado;143312;  universitario incompleto  ;10;divorciado/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;60;estados unidos;<=50k
35;autonomo no incorporado;32528;secundaria completa;9;Conyuge;transporte/logistica;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
34;privado;25322;licenciatura;13;casado/a;operador de maquinaria;sin familia conviviente;asiatico/isleno pacifico;masculino;0;2339;40;;<=50k
44;autonomo no incorporado;47818;secundaria completa;9;divorciado/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;0;60;estados unidos;<=50k
49;;177211;  licenciatura  ;13;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
60;privado;52152;maestria;14;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
29;autonomo no incorporado;160786;10 grado;6;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;35;estados unidos;mayor 50k
61;privado;232719;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
21;privado;349365;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
34;privado;199227;  universitario incompleto  ;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;55;estados unidos;<=50k
44;PRIVADO;111502;secundaria completa;9;casado/a;ventas;esposa;blanco/a;femenino;0;0;40;estados unidos;<=50k
20;privado;34310;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;20;estados unidos;<=50k
22;privado;60552;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;menor 50k
67;autonomo incorporado;111321;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;16;estados unidos;<=50k
51;privado;195105;secundaria completa;9;divorciado/a;servicio domestico;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
37;privado;32709;  licenciatura  ;13;casado/a;soporte tecnico;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
